id,appearances,team,goals,from,to
WC-2026-115,203,Atalanta,18,2016,2022
WC-2026-115,28,Nottingham Forest,0,2022,2024
WC-2026-115,32,→Bologna(loan),1,2023,2024
WC-2026-115,66,Bologna,2,2024,None
WC-2026-116,42,Basel,1,2010,2012
WC-2026-116,108,Borussia Mönchengladbach,6,2012,2016
WC-2026-116,225,Arsenal,17,2016,2023
WC-2026-116,66,Bayer Leverkusen,5,2023,2025
WC-2026-116,34,Sunderland,1,2025,None
WC-2026-117,21,Lausanne-Sport II,7,2018,2019
WC-2026-117,33,Lausanne-Sport,8,2018,2020
WC-2026-117,31,Nice,1,2020,2022
WC-2026-117,12,→Lausanne-Sport(loan),3,2020,None
WC-2026-117,29,→Basel(loan),2,2021,2022
WC-2026-117,34,Basel,5,2022,2023
WC-2026-117,62,Bologna,9,2023,2025
WC-2026-117,24,Nottingham Forest,1,2025,None
WC-2026-118,133,Young Boys,12,2016,2022
WC-2026-118,12,→Bologna(loan),0,2022,None
WC-2026-118,82,Bologna,1,2022,None
WC-2026-118,35,→Pisa(loan),1,2025,None
WC-2026-119,19,SC Freiburg II,3,2024,None
WC-2026-119,38,SC Freiburg,7,2024,None
WC-2026-120,61,Basel,21,2014,2016
WC-2026-120,48,Schalke 04,10,2016,2019
WC-2026-120,88,Borussia Mönchengladbach,22,2019,2022
WC-2026-120,66,Monaco,19,2022,2025
WC-2026-120,31,Rennes,8,2025,None
